Title,Author,Year,Citation count,Open access,Funder,Institution,Countries count,Keyword
"Biosynthesis, classification, properties, and applications of Weissella bacteriocins",Jahnavi Kumari Singh|Palanisamy Bruntha Devi|G. Bhanuprakash Reddy|Amit K. Jaiswal|Digambar Kavitake|Prathapkumar Halady Shetty,2024,32,Open Access,"Department of Science and Technology, Ministry of Science and Technology, India|Indian Council of Medical Research|Science and Engineering Research Board",Pondicherry University|Indian Council of Medical Research|National Institute of Nutrition|Technological University Dublin,2,Bacteriocin|Weissella|Biosynthesis|Computational biology|Chemistry|Microbiology|Biology|Biochemistry|Leuconostoc|Antimicrobial|Fermentation|Gene|Lactobacillus
Livestock Antibiotics Use and Antimicrobial Resistance,Elliot Enshaie|Sankalp Nigam|Shaan Patel|Vikrant Rai,2025,46,Open Access,,Western University of Health Sciences,1,Livestock|Antibiotic resistance|Antibiotics|Biotechnology|One Health|Environmental health|Transmission (telecommunications)|Public health|Antimicrobial|Medicine|Intensive care medicine|Biology|Microbiology|Ecology|Pathology
A Novel Cryptic Clostridial Peptide That Kills Bacteria by a Cell Membrane Permeabilization Mechanism,Monika Szadkowska|Michał Olewniczak|Anna Kłoska|Elżbieta Jankowska|Małgorzata Kapusta|B Rybak|Dariusz Wyrzykowski|Wioletta Żmudzińska|Artur Giełdoń|Aleksandra M. Kocot|Anna‐Karina Kaczorowska|Łukasz Nierzwicki|Joanna Makowska|Tadeusz Kaczorowski|Magdalena Płotka,2022,17,Open Access,Narodowe Centrum Nauki|Horizon 2020 Framework Programme,University of Gdańsk|Gdańsk University of Technology|Gdańsk Medical University,1,Bacteria|Microbiology|Antibiotic resistance|Biology|Antimicrobial|Pathogenic bacteria|Antimicrobial peptides|Mechanism (biology)|Bacterial cell structure|Antibiotics|Peptide|Computational biology|Genetics|Biochemistry
"Functional genomics of the lactic acid bacterium Limosilactobacillus fermentum LAB-1: metabolic, probiotic and biotechnological perspectives",Tanim Jabid Hossain,2022,55,Open Access,,University of Chittagong,1,Biology|Probiotic|Acetoin|Biochemistry|Bacteriocin|Comparative genomics|Microbiology|Antimicrobial|Bacteria|Gene|Genome|Fermentation|Genomics|Genetics
Effects of the peptide Magainin H2 on Supported Lipid Bilayers studied by different biophysical techniques,Nathaly Marín–Medina|Andrea Mescola|Andrea Alessandrini,2018,21,Open Access,"Departamento Administrativo de Ciencia, Tecnología e Innovación (COLCIENCIAS)",Universidad de Los Andes|Istituto Nanoscienze|University of Modena and Reggio Emilia,2,Magainin|Lipid bilayer|Antimicrobial peptides|Bilayer|Biophysics|Vesicle|Chemistry|Peptide|Membrane biophysics|Lipid bilayer phase behavior|Lipid vesicle|Membrane|Liposome|Nanotechnology|Biochemistry|Materials science|Biology
Improving the Management and Treatment of Diabetic Foot Infection: Challenges and Research Opportunities,Kaja Turzańska|Oluwafolajimi Adesanya|Ashwene Rajagopal|Mary T. Pryce|Deirdre Fitzgerald‐Hughes,2023,45,Open Access,Health Research Board|Health Research Charities Ireland|Science Foundation Ireland,Royal College of Surgeons in Ireland|Beaumont Hospital|University of Illinois Urbana-Champaign|Dublin City University,2,Medicine|Intensive care medicine|Diabetic foot|Antibiotics|Debridement (dental)|Clinical trial|Amputation|Antimicrobial|Wound care|Antibiotic resistance|Diabetes mellitus|Surgery|Internal medicine
New Perspectives on Old and New Therapies of Staphylococcal Skin Infections: The Role of Biofilm Targeting in Wound Healing,Oriana Simonetti|Giulio Rizzetto|Giulia Radi|Elisa Molinelli|Oscar Cirioni|Andrea Giacometti|Annamaria Offidani,2021,32,Open Access,,Marche Polytechnic University,1,Biofilm|Medicine|Antimicrobial|Wound healing|Staphylococcus aureus|Antibiotics|Skin infection|Antibiotic resistance|Microbiology|Narrative review|Quorum sensing|Staphylococcal infections|Intensive care medicine|Immunology|Biology|Bacteria
Chimeric Peptides as Implant Functionalization Agents for Titanium Alloy Implants with Antimicrobial Properties,Deniz T. Yücesoy|Marketa Hnilova|Kyle Boone|Paul M. Arnold|Malcolm L. Snead|Candan Tamerler,2015,74,Open Access,,University of Washington|University of Kansas|University of Southern California|Southern California University for Professional Studies,1,Antimicrobial|Surface modification|Implant|Antimicrobial peptides|Materials science|Antibiotics|Peptide|Biofilm|Titanium|Bacteria|Microbiology|Chemistry|Biology|Medicine|Biochemistry|Surgery|Metallurgy
Long short-term memory recurrent neural networks for antibacterial peptide identification,Michael Youmans|Christian Spainhour|Peng Qiu,2017,29,NOT Open Access,,Emory University|Georgia Institute of Technology,1,Artificial intelligence|Feature vector|Classifier (UML)|Computer science|Artificial neural network|Pattern recognition (psychology)|Peptide sequence|Concatenation (mathematics)|Antimicrobial peptides|Recurrent neural network|Support vector machine|Protein sequencing|Machine learning|Peptide|Biology|Mathematics|Genetics|Biochemistry|Combinatorics
Beyond antibiotics: exploring multifaceted approaches to combat bacterial resistance in the modern era: a comprehensive review,Aref Yarahmadi|Hamide Najafiyan|Mohammad Hasan Yousefi|Elham Khosravi|Ehsan Shabani|Hamed Afkhami|Seyed Soheil Aghaei,2025,35,Open Access,,"Islamic Azad University, Khorramabad Branch|Mashhad University of Medical Sciences|Qom University of Medical Science and Health Services|Tehran University of Medical Sciences|Shahed University|Semnan University of Medical Sciences|Qom Islamic Azad University",1,Antibiotic resistance|Antibiotics|Intensive care medicine|Synbiotics|Antimicrobial|Medicine|Biotechnology|Biology|Microbiology|Bacteria|Probiotic
Selected application of peptide molecules as pharmaceutical agents and in cosmeceuticals,Manica Negahdaripour|Hajar Owji|Mahboobeh Eslami|Mozhdeh Zamani|Bahareh Vakili|Soudabeh Sabetian|Navid Nezafat|Younes Ghasemi,2019,31,NOT Open Access,,Shiraz University of Medical Sciences,1,Cosmeceuticals|Cosmeceutical|Antimicrobial peptides|Peptide|Drug|Computational biology|Pharmacology|Medicine|Biotechnology|Biology|Cosmetics|Biochemistry
Charges' interaction in polyelectrolyte (nano)complexing of His6-OPH with peptides: Unpredictable results due to imperfect or useless concept?,Aysel Aslanli|Ilya Lyagin|Елена Ефременко,2019,36,NOT Open Access,Russian Science Foundation|Lomonosov Moscow State University,Lomonosov Moscow State University,1,Quorum Quenching|Quorum sensing|Cationic polymerization|Chemistry|In silico|Antimicrobial peptides|Docking (animal)|Combinatorial chemistry|Hydrolase|Antimicrobial|Imidazole|Enzyme|Biophysics|Stereochemistry|Biochemistry|Organic chemistry|Biology
Microfluidic Tools for Enhanced Characterization of Therapeutic Stem Cells and Prediction of Their Potential Antimicrobial Secretome,Pasquale Marrazzo|Valeria Pizzuti|Silvia Zia|Azzurra Sargenti|Daniele Gazzola|Barbara Roda|Laura Bonsi|Francesco Alviano,2021,41,Open Access,,University of Bologna|,1,Biopharmaceutical|Mesenchymal stem cell|Microvesicles|Antibiotic resistance|Regenerative medicine|Stem cell|Cell sorting|Microfluidics|Stromal cell|Antimicrobial|Population|Computational biology|Biology|Nanotechnology|Antibiotics|Medicine|Microbiology|Immunology|Biotechnology|Cell biology|Flow cytometry|microRNA|Cancer research|Materials science
Antimicrobial therapy based on self-assembling peptides,Yuqi Wang|Yuqi Wang|Yexi Zhang|Rongxin Su|Yuefei Wang|Yuefei Wang|Wei Qi,2024,17,NOT Open Access,National Natural Science Foundation of China|State Key Laboratory of Chemical Engineering,Tianjin University|State Key Laboratory of Chemical Engineering|Collaborative Innovation Center of Chemical Science and Engineering Tianjin,1,Antimicrobial peptides|Antimicrobial|Chemistry|Computational biology|Microbiology|Biology
Combination of Enzymes with Materials to Give Them Antimicrobial Features: Modern Trends and Perspectives,Елена Ефременко|Nikolay Stepanov|Aysel Aslanli|Ilya Lyagin|Olga Senko|Olga Maslova,2023,26,Open Access,Lomonosov Moscow State University,Lomonosov Moscow State University|Institute of Biochemical Physics NM Emanuel,1,Antimicrobial|Context (archaeology)|Materials science|Nanotechnology|Enzyme|Biochemical engineering|Combinatorial chemistry|Chemistry|Biochemistry|Organic chemistry|Biology|Engineering
High Cell Selectivity and Bactericidal Mechanism of Symmetric Peptides Centered on d-Pro–Gly Pairs,Bo-Yan Jia|Yiming Wang|Ying Zhang|Zi Wang|Xue Wang|Muhammad Inam|Lingcong Kong|Zhihua Pei|Hongxia Ma|Xiuyun Jiang,2020,37,Open Access,Natural Science Foundation of Jilin Province|National Natural Science Foundation of China|People's Government of Jilin Province,Jilin Agricultural University|Inner Mongolia University for Nationalities,1,Peptide|Antimicrobial peptides|Antibiotics|Antimicrobial|Therapeutic index|Bacteria|Chemistry|Mechanism of action|Minimum inhibitory concentration|Peptide sequence|Combinatorial chemistry|Membrane|Antibiotic resistance|Biochemistry|Microbiology|Pharmacology|Biology|In vitro|Drug|Gene
Dual‐Mechanism Peptide SR25 has Broad Antimicrobial Activity and Potential Application for Healing Bacteria‐infected Diabetic Wounds,Xue‐Yue Luo|Chunmei Hu|Qi Yin|Xiaomei Zhang|Zhen‐Zhen Liu|Cheng‐Kai Zhou|Jiangang Zhang|Wei Chen|Yongjun Yang,2024,43,Open Access,National Natural Science Foundation of China,Jilin University,1,Antimicrobial|Microbiology|Staphylococcus aureus|Antibiotic resistance|Bacteria|Antibiotics|Escherichia coli|Antimicrobial peptides|Biology|Methicillin-resistant Staphylococcus aureus|Chemistry|Biochemistry|Gene
The Expression of Antibacterial Peptide Turgencin A in Pichia pastoris and an Analysis of Its Antibacterial Activity,Chunming Dong|Mengru Li|Rui Zhang|Weitao Lu|Lijun Xu|Jian Liu|Xinlei Chu,2023,15,Open Access,National Natural Science Foundation of China,Tianjin University of Science and Technology|Heze University|Tianjin Medical University Cancer Institute and Hospital,1,Antibacterial peptide|Antibacterial activity|Pichia pastoris|Peptide|Chemistry|Microbiology|Biology|Biochemistry|Bacteria|Recombinant DNA|Gene|Genetics
The Application of Cell-Penetrating-Peptides in Antibacterial Agents,Hangfei Chen|Dheerendranath Battalapalli|Mohamed S. Draz|Pengfei Zhang|Zhi Ruan,2021,14,NOT Open Access,,Sir Run Run Shaw Hospital|Zhejiang University|University College London|University School|Case Western Reserve University|Tongji University|Shanghai Skin Disease Hospital,3,Antimicrobial|Antibiotics|Antimicrobial peptides|Antibiotic resistance|Multiple drug resistance|Antibacterial agent|Bacteria|Anti-Infective Agents|Chemistry|Microbiology|Biology
Mechanism of Protease Resistance of <scp>D</scp>-Amino Acid Residue Containing Cationic Antimicrobial Heptapeptides,Tanumoy Sarkar|Suvankar Ghosh|Pradeep Kumar Sundaravadivelu|Gopal Pandit|Swapna Debnath|Rajkumar P. Thummer|Priyadarshi Satpati|Sunanda Chatterjee,2024,18,NOT Open Access,"Department of Science and Technology, Ministry of Science and Technology, India|Council of Scientific and Industrial Research, India|Indian Institute of Technology Guwahati|Science and Engineering Research Board|North East Centre for Biological Sciences and Healthcare Engineering, Indian Institute of Technology Guwahati",Indian Institute of Technology Guwahati,1,Protease|Peptide|Antimicrobial peptides|Chemistry|Trypsin|Biochemistry|Peptide sequence|Amino acid|Enzyme
How to kill <i>Pseudomonas</i>—emerging therapies for a challenging pathogen,Luke N. Yaeger|Victoria E. Coles|Derek C. K. Chan|Lori L. Burrows,2021,30,NOT Open Access,Ontario Research Foundation|Natural Sciences and Engineering Research Council of Canada,McMaster University,1,Pseudomonas aeruginosa|Antibiotics|Antibiotic resistance|Phage therapy|Microbiology|Drug resistance|Pathogen|Antimicrobial|Virulence|Biology|Medicine|Bacteriophage|Bacteria|Escherichia coli
The Signal Pathway of Antibiotic Alternatives on Intestinal Microbiota and Immune Function,Ji Wang|Meng Han|Guolong Zhang|Shiyan Qiao|Defa Li|Xi Ma,2016,32,NOT Open Access,,|National Defense University|China Agricultural University,2,Antibiotics|Animal husbandry|Antimicrobial|Immune system|Biology|Antibiotic resistance|Biotechnology|Gut flora|Microbiology|Immunology|Ecology
The Analogs of Temporin-GHa Exhibit a Broader Spectrum of Antimicrobial Activity and a Stronger Antibiofilm Potential against Staphylococcus aureus,Zhipeng Xie|Hanqi Wei|Jiahui Meng|Tong Cheng|Yanting Song|Manchuriga Wang|Yingxia Zhang,2019,27,Open Access,National Natural Science Foundation of China|Education Department of Hainan Province,Hainan University,1,Antimicrobial peptides|Antimicrobial|Staphylococcus aureus|Biofilm|Microbiology|Antibiotics|Bacteria|Peptide|Antibacterial activity|Chemistry|Minimum inhibitory concentration|Bacterial cell structure|Biology|Biochemistry
"Plantaricin A, Derived from Lactiplantibacillus plantarum, Reduces the Intrinsic Resistance of Gram-Negative Bacteria to Hydrophobic Antibiotics",Fanqiang Meng|Yanan Liu|Ting Nie|Chao Tang|Fengxia Lyu|Xiaomei Bie|Yingjian Lu|Mingwen Zhao|Zhaoxin Lu,2022,22,Open Access,National Natural Science Foundation of China,Nanjing Agricultural University|Ningbo University|Shanghai Jiao Tong University|Nanjing University of Finance and Economics,1,Antibiotics|Bacterial outer membrane|Bacteria|Microbiology|Ciprofloxacin|Antibiotic resistance|Escherichia coli|Gram-negative bacteria|Biology|Erythromycin|Chemistry|Biochemistry
&lt;p&gt;The evaluation of the synergistic antimicrobial and antibiofilm activity of AamAP1-Lysine with conventional antibiotics against representative resistant strains of both Gram-positive and Gram-negative bacteria&lt;/p&gt;,Ammar Almaaytah|Ahmad Abualhaijaa|Obadah Alqudah,2019,26,Open Access,"Jordan University of Science and Technology|Deanship of Research, Jordan University of Science and Technology",Jordan University of Science and Technology,1,Gram|Antimicrobial|Antibiotics|Microbiology|Gram-negative bacteria|Bacteria|Antibiotic resistance|Lysine|Gram-positive bacteria|Chemistry|Biology|Escherichia coli|Biochemistry|Amino acid
Novel Antibacterial Agents: An Emergent Need to Win the Battle Against Infections,Natércia Guerra Simões|Ana Bettencourt|Nuno Monge|Isabel Ribeiro,2016,39,NOT Open Access,,University of Lisbon|Instituto Superior de Educação e Ciências|Instituto Politécnico de Lisboa|Sport Lisboa e Benfica,1,Antibiotic resistance|Antibiotics|Antimicrobial|Battle|Medicine|Monoclonal antibody|Intensive care medicine|Microbiology|Biology|Immunology|Antibody|Geography
Characterization of the broad-spectrum antibacterial activity of bacteriocin-like inhibitory substance-producing probiotics isolated from fermented foods,Tran Thi Dieu Thuy|Hsu‐Feng Lu|Carl Jay Ballena Bregente|Fong-Chi Annabelle Huang|Pei-Chun Tu|Cheng‐Yen Kao,2024,42,Open Access,"Shanghai Educational Development Foundation|Ministry of Education, India",National Yang Ming Chiao Tung University|Asia University|China Medical University|China Medical University Hospital|Southwestern University|,2,Microbiology|Bacteriocin|Biology|Antimicrobial|Salmonella enterica|Staphylococcus aureus|Antibiosis|Enterococcus faecium|Pseudomonas aeruginosa|Probiotic|Bacteria|Antibiotics|Salmonella
Multifunctional Acidocin 4356 Combats <i>Pseudomonas aeruginosa</i> through Membrane Perturbation and Virulence Attenuation: Experimental Results Confirm Molecular Dynamics Simulation,Sima Modiri|R Kasra Kermanshahi|Mohammad Reza Soudi|Seyed Shahriar Arab|Anahita Khammari|Benoit Cousineau|Hojatollah Vali|Hossein Shahbani Zahiri|Kambiz Akbari Noghabi,2020,11,Open Access,National Institute for Genetic Engineering and Biotechnology,National Institute of Genetic Engineering and Biotechnology|Alzahra University|Tarbiat Modares University|McGill University,2,Pseudomonas aeruginosa|Microbiology|Biofilm|Antimicrobial|Biology|Bacteria|Pseudomonas|Antibiotics|Lactobacillus acidophilus|Antimicrobial peptides|Antibacterial agent|In silico|Biochemistry|Probiotic|Gene
Development of novel broad-spectrum antimicrobial lipopeptides derived from plantaricin NC8 β,Emanuel Wiman|Elisa Zattarin|Daniel Aili|Torbjörn Bengtsson|Robert Selegård|Hazem Khalaf,2023,35,Open Access,Stiftelsen för Strategisk Forskning|Stiftelsen för Kunskaps- och Kompetensutveckling|Örebro Universitet,Örebro University|Linköping University,1,Antimicrobial|Lipopeptide|Antimicrobial peptides|Antibiotics|Microbiology|Bacteriocin|Bacteria|Biology|Antibiotic resistance|Chemistry|Liposome|Biochemistry
